title,duration,imdb_rating,directors,writers,cast,genres,release_date,languages,production_companies
Laughing Buddha,PT1H51M,9.7,['Ganesh Vulidra'],"['Vitthal Ambhure', 'Pinaki Ghosh', 'Shree Rammy', 'Vitthal Ambhure', 'Pinaki Ghosh', 'Shree Rammy']","['Priyal Chougule', 'Sanjay Kadam', 'Mohit Prajapati', 'Rekha Prajapati', 'Shree Rammy', 'Chandraprakash Thakur']",[],"January 7, 2025 (India)",['Hindi'],['Zeefx Studio']
A Lovely Résumé,PT1H10M,9.2,['Porushay'],"['Porushay', 'Porushay']","['Umesh Bhatia', 'Gauravv Joshi', 'Manjary Pandey', 'Ajay Pathak', 'Sonali Sharma', 'Balmukund Tripathi']",['Romance'],"March 11, 2024 (India)",['Hindi'],['Bollywood Dot Com']
Yodha,PT2H10M,5.7,"['Sagar Ambre', 'Pushkar Ojha']","['Sagar Ambre', 'Sagar Ambre']","['Sidharth Malhotra', 'Raashi Khanna', 'Disha Patani', 'Mridul Raj Anand', 'Kritika Bharadwaj', 'Shivangi Bhardwaj', 'Bhuvan Chopra', 'Pawan Chopra', 'Rahuul Chwudhary', 'Kenneth Desai', 'Sadiq Farooqui', 'Prashanth Goswami', 'Sanjay Gurbaxani', 'Sunny Hinduja', 'Hariom Kalra', 'Pankaj Kalra', 'Vikram Kapadia', 'Abhishek Mishra']","['One-Person Army Action', 'Action', 'Drama', 'Thriller']","March 15, 2024 (India)",['Hindi'],"['Amazon Prime Video', 'Dharma Productions', 'Mentor Disciple Films']"
Murder Mubarak,PT2H20M,5.8,['Homi Adajania'],"['Anuja Chauhan', 'Gazal Dhaliwal', 'Suprotim Sengupta', 'Anuja Chauhan', 'Gazal Dhaliwal', 'Suprotim Sengupta']","['Pankaj Tripathi', 'Sara Ali Khan', 'Vijay Varma', 'Karisma Kapoor', 'Dimple Kapadia', 'Sanjay Kapoor', 'Tisca Chopra', 'Suhail Nayyar', 'Aashim Gulati', 'Tara-Alisha Berry', 'Priyank Tiwari', 'Brijendra Kala', 'Deven Bhojani', 'Varun Mitra', 'Purnendu Bhattacharya', 'Grusha Kapoor', 'Alok Panwar', 'Padmini Sardesai']","['Whodunnit', 'Comedy', 'Mystery', 'Romance']","March 15, 2024 (India)",['Hindi'],['Maddock Films']
Bastar,PT2H4M,6.4,"['Sudipto Sen', 'Vipul Amrutlal Shah']","['Amarnath Jha', 'Sudipto Sen', 'Vipul Amrutlal Shah', 'Amarnath Jha', 'Sudipto Sen', 'Vipul Amrutlal Shah']","['Adah Sharma', 'Shah Zain Alam', 'Purnendu Bhattacharya', 'Anangsha Biswas', 'Sanjay Borkar', 'Vikrant Chaturvedi', 'Vatsa Chug', 'Rahuul Chwudhary', 'Bhupendra Singh Deol', 'Ranjit Deval', 'Sukanya Dhanda', 'Subrat Dutta', 'Abhikalp Gagdekar', 'Sumit Gahlawat', 'Sameer Gulzar', 'Shashikant Gupta', 'Gandhali Jain', 'Naman Jain']","['Action', 'Crime', 'Drama']","March 15, 2024 (India)",['Hindi'],"['A Vipul Amrutlal Shah Production', 'Last Monk media', 'Sunshine Pictures']"
Gin Ke Dus,NA,9.3,['Sareesh Sudhakaran'],"['Amjad Ali', 'Sareesh Sudhakaran', 'Amjad Ali', 'Sareesh Sudhakaran']","['Anika Arya', 'Sanjana Deshmukh', 'Trishana Goswami', 'Avinash Gupta', 'Aniket Jadhav', 'Zahid Khan', 'Muskan Khurana', 'Kailash Pal', 'Akshay Ravi', 'Himanshu Shekhar']","['Giallo', 'Thriller']","March 15, 2024 (India)",['Hindi'],"['The Indie Farm', 'Wolfcrow']"
Daddy's Daughter 2,NA,NA,['Abhimanyu Chauhan'],"['Abhimanyu Chauhan', 'Abhimanyu Chauhan']","['Arpita Bhutani', 'Abhimanyu Chauhan', 'Mahi Chauhan', 'Manoj Chauhan', 'Isha Ratan', 'Avinash Shukla', 'Naman Shukla', 'Vikram Singh']",['Drama'],"March 15, 2024 (India)",['Hindi'],['Fire Thoughts Creations']
Ae Watan Mere Watan,PT2H13M,4.7,['Kannan Iyer'],"['Darab Farooqui', 'Kannan Iyer', 'Darab Farooqui', 'Kannan Iyer']","['Sara Ali Khan', ""Alexx O'Nell"", 'Emraan Hashmi', 'Abhay Verma', 'Anand Tiwari', 'Pratik Yadav', 'Ashton Bessette', 'Annuup Choudhari', 'Priyanam Das', 'Benedict Garrett', 'Siddharth Gollapudi', 'Sachin Khedekar', 'Richard Bhakti Klein', 'Godaan Kumar', 'Garrvil Mohan', 'Ed Robinson', 'Manya Singh', 'Sparsh Shrivastava']","['Biography', 'Drama', 'History']","March 21, 2024 (India)",['Hindi'],['Dharmatic Entertainment']
Lover of Mewat,NA,NA,['Nikku'],"['Nikku', 'Nikku']","['Shameem Ahmed', 'Badsha', 'Deepak CDS', 'Sagar Gautam', 'Ayan Khan', 'Harish Khan', 'Naveen Kumar', 'Nikku', 'Devika Rajput', 'Aarif Rine', 'Hashim Rine', 'Rajudeen Rine', 'Kapil Saini', 'Kunal Saini', 'Sopu Saini']","['Drama', 'Family']","March 20, 2024 (India)",['Hindi'],['Mewat28']
Ahmiyat,NA,NA,['Himanshu Shrivastav'],"['Kamlesh Patidar', 'Kamlesh Patidar']","['Lata Sabharwal', 'Kamlesh Patidar', 'Shaurya Saxena', 'Himanshu Shrivastav', 'Sumit Arora', 'Itisha Sharma', 'Ravina Patel', 'Himanshu Bohara', 'Jayjeet Gurjar', 'Seshaan Sharma', 'Happy Shrivastava', 'Prakash Golani', 'Shubham Porwal', 'Shailendra Singh Katariya']",['Drama'],"March 21, 2024 (India)",['Hindi'],['Udaan Cine Films']
Madgaon Express,PT2H23M,7.0,['Kunal Kemmu'],"['Kunal Kemmu', 'Kunal Kemmu']","['Divyendu Sharma', 'Pratik Gandhi', 'Avinash Tiwary', 'Nora Fatehi', 'Upendra Limaye', 'Chhaya Kadam', ""Remo D'Souza"", 'Raviraj Kande', 'Vipul Deshpande', 'Umesh Jagtap', 'Kunal Kemmu', 'Yash Bhojwani', 'Aaryan Prajapati', 'Jewel Narigara', 'Sameer Patlil', 'Alpana Buch', 'Sonali Desai', 'Shiv Narayan']","['Comedy', 'Drama']","March 22, 2024 (India)",['Hindi'],['Excel Entertainment']
The Crew,PT1H58M,5.8,['Rajesh A Krishnan'],"['Nidhi Mehra', 'Mehul Suri', 'Nidhi Mehra', 'Mehul Suri']","['Tabu', 'Kareena Kapoor', 'Kriti Sanon', 'Diljit Dosanjh', 'Kapil Sharma', 'Saswata Chatterjee', 'Rajesh Sharma', 'Trupti Khamkar', 'Charu Shankar', 'Garima Yajnik', 'Kulbhushan Kharbanda', 'Ramakant Dayma', 'Heital Puniwala', 'Pooja Bhamrrah', 'Maeha Sharma', 'Shivam Khanna', 'Mohit Gupta', 'Ivan Rodrigues']","['Comedy', 'Drama']","March 29, 2024 (India)",['Hindi'],"['Anil Kapoor Film Company', 'Balaji Films']"
Swatantra Veer Savarkar,PT2H56M,7.7,['Randeep Hooda'],"['Randeep Hooda', 'Utkarsh Naithani', 'Randeep Hooda', 'Utkarsh Naithani']","['Randeep Hooda', 'Ankita Lokhande', 'Apinderdeep Singh', 'Amit Sial', 'Mark Bennington', 'Emily R. Acland', 'Russell Geoffrey Banks', 'David Michael Harrison', 'Chetan Swaroop Tirdia', 'Carl A. Harte', 'Richard Bhakti Klein', 'Biswarup Mondal', 'Nick Nag', 'Ed Robinson', 'Hella Stichlmair', 'Krishna Bhatt', 'Nitesh Thakur', 'Sal Yusuf']","['Docudrama', 'Biography', 'Drama']","March 22, 2024 (India)","['Hindi', 'Marathi']","['Anand Pandit Motion Pictures', 'Avak Films', 'Legend Global Studio']"
U Shape Ki Gully,PT2H10M,9.3,['Avinash Das'],"['Punarvasu', 'Punarvasu']","['Jaaved Jaaferi', 'Vivaan Shah', 'Avantika Dasani', 'Sushant Singh', 'Namita Lal', 'Ishtiyak Khan', 'Veenay Bhasskar', 'Shahid Bobby Husain', 'Ankur Yadav', 'Suraj Singh']",['Drama'],"March 22, 2024 (India)",['Hindi'],"['Alcor Productions', 'Yadhunath Films']"
What a Kismat,PT1H47M,NA,['Mohan Azaad'],"['Mohan Azaad', 'Mohan Azaad']","['Bhavana Balsawar', 'Riya Choudhary', 'Bharat Dabholkar', 'Yudhvir Dahiya', 'Atul Dwivedi', 'Pankaj Kalra', 'Srikant Maski', 'Anand Mishra', 'Vaishnavi Patwardhan', 'Mansi Sehgal', 'Tiku Talsania']","['Comedy', 'Drama']","March 22, 2024 (India)",['Hindi'],"['AKHILESH RAI PRODUCTION', 'R G FILMS']"
The Silent Prayer,PT53M,NA,['Senthil Vinu'],"['Senthil Vinu', 'Senthil Vinu']","['Anam Kaur', 'Samarjit Singh Mahajan', 'Amitjodeep Singh', 'Simran Aks', 'Khalsa Arjun Singh', 'Tharun Thanigaivel']",['Drama'],"March 22, 2024 (India)","['Hindi', 'English', 'Tamil']",['Palampur Talkies']
Sharab Mafiya,NA,9.2,['Sanjeet Kumar Sangam'],"['Bhola Kumar Baghbani', 'Bhola Kumar Baghbani']","['Prashant Adhikari', 'Rajnish Arya', 'Jitendra Mandal Jitu', 'Maurya kunal Mandal', 'Mukesh Mandal', 'Raj Nandani', 'Sanjeet Kumar Sangam', 'Vedant Kumar Sugam']",['Drama'],"March 24, 2024 (India)",['Hindi'],[]
Tum Aaye Ho Toh,NA,NA,['Jyoti Kapur Das'],"['Jyoti Kapur Das', 'Jyoti Kapur Das']","['Shreya Chaudhry', 'Nasir Khan', 'Ekavali Khanna', 'Neelu Kohli', 'Jubin Nautiyal', 'Jayna Ruchandani', 'Santosh Singh', 'Santosh Kumar Singh', 'Vaibhav Verma']",[],"March 27, 2024 (India)",['Hindi'],['RadF Media']
Nagmani,NA,9.5,['Amit Parimal'],"['Ravi Raushan Maurya', 'Amit Parimal', 'Ravi Raushan Maurya', 'Amit Parimal']","['Raju Chauhan', 'Amit Parimal', 'Atul Prince', 'Aryan Punit', 'Niharika Raj', 'Chandan Raz', 'Sweta Sharma', 'Prem Yaduvanshi']",['Comedy'],"March 27, 2024 (India)",['Hindi'],[]
Welcome Wedding,PT2H,5.2,['Aanand Raut'],"['Sachindra Sharma', 'Sachindra Sharma']","['Rajpal Naurang Yadav', 'Rakhi Sawant', 'Komal Jha', 'Raju Kher', 'Arun Bakshi', 'Farida Dadi', 'Sahil Kohli', 'Manisha Kumari', 'Prakashika Naik', 'Milind Prasad', 'Jay Mishra', 'Rohit Raj', 'Riyana Shukla', 'Rajesh Singh', 'Darshan Jariwala', 'Kishan Bhan', 'Preeti Mishra']",['Comedy'],"March 29, 2024 (India)",['Hindi'],['Vikash Film International']
Patna Shukla,PT2H5M,5.6,"['Vivek Budakoti', 'Rajendra Tiwari']","['Sameer Arora', 'Vivek Budakoti', 'Sameer Arora', 'Vivek Budakoti']","['Sristi Keshri', 'Raveena Tandon', 'Manav Vij', 'Satish Kaushik', 'Chandan Roy Sanyal', 'Raju Kher', 'Jatin Goswami', 'Anushka Kaushik', 'Rio Kapadia', 'Palak Jain', 'Sushmita Mukherjee', 'Dayashankar Pandey', 'Nandini Ratley', 'Ambrish Saxena', 'Ishan Saxena', 'Rajshree Thakkar']","['Legal Drama', 'Drama']","March 29, 2024 (India)",['Hindi'],['Zeal Z Entertainment services']
Bengal 1947,PT2H9M,6.9,['Akashaditya Lama'],"['Akashaditya Lama', 'Akashaditya Lama']","['Ankur Armam', 'Devoleena Bhattacharjee', 'Harish Bhimani', 'Rajesh Bonik', 'Yogendra Choubey', 'Atul Gangwar', 'Pooja Kankate', 'Sohaila Kapur', 'Aditya Lakhia', 'Onkar Das Manikpuri', 'Pramod Pawar', 'Falaq Rahi', 'Anil Rastogi', 'Surabhi Krishna Srivastava', 'Vikram TDR', 'Vevek Upadyay']",['Drama'],"March 29, 2024 (India)",['Hindi'],"['Comfed Productions', 'Think Tank Global']"
3rd October,NA,8.4,['Vineet Jha'],"['Vineet Jha', 'Taufique Rahman', 'Vineet Jha', 'Taufique Rahman']","['Moin Khan', 'Hiten Tejwani', 'Sneha Ullal', 'Kanchi Singh', 'Manini Mishra', 'Pratyush Sharma', 'Kunal Kumar Bantalloo', 'Dipanshu Chatterjee', 'Amit Dhawle', 'Nidhi Diwan', 'Vinod Goswami', 'Juhi Harchandani', 'Shraddha Joshi', 'Pushpanshu Kale', 'Pooja Kandare', 'Pankaj Kashyap', 'Sunil Kumar', 'Mridula Oberoi']",['Drama'],"March 29, 2024 (India)",['Hindi'],['Clock N Dail']
Yes Papa,PT1H30M,8.2,"['Saif Hyder Hasan', 'Hariharasudhan Balasubramani']","['Saif Hyder Hasan', 'Saif Hyder Hasan']","['Tejaswini Kolhapure', 'Ananth Mahadevan', 'Nandita Puri', 'Divya Seth Shah', 'Geetika Tyagi', 'Sanjeev Tyagi']",['Drama'],"March 29, 2024 (India)",['Hindi'],[]
The Pandemic,PT1H56M,NA,['Bhushan Mahadani'],"['Aparna Mahadani', 'Bhushan Mahadani', 'Aparna Mahadani', 'Bhushan Mahadani']","['Ashutosh', 'Aparna Mahadani', 'Bhushan Mahadani', 'Sarah Mahadani', 'Abhinandan Sekhri', 'Pratik Sinha']",['Documentary'],"March 30, 2024 (India)",['Hindi'],[]
Varchasva,NA,NA,['Manish Singh'],"['Sanjay Masoomm', 'Rajesh Meera Sharma', 'Sanjay Masoomm', 'Rajesh Meera Sharma']","['Mannveer Choudharry', 'Rajesh Das', 'Ekavali Khanna', 'Ravi Kishan', 'Neeraj Mishra', 'Akshay Oberoi', 'Ravi Pandey', 'Aayu Sharma', 'Priyadarshini Singh']",['Crime'],March 2024 (India),['Hindi'],[]
Swarth Se Pare - Illimitable Self,PT48M,NA,['Sourav Sarkar'],[],['Anil Kumar Kundra'],['Documentary'],"April 1, 2024 (India)",['Hindi'],['Neetu Tripathi']
Parampad,NA,NA,['Raman Rishi Dwivedi'],"['Kamini Dwivedi', 'Raman Rishi Dwivedi', 'Kamini Dwivedi', 'Raman Rishi Dwivedi']","['Dev Chauhan', 'Sapna Chauhan', 'Niraj Gautam']",['Drama'],"April 3, 2024 (India)",['Hindi'],"['R S Group Capital', 'Rohini Films']"
Good Luck,PT1H47M,8.9,"['Prakhar Shrivastava', 'Dr(Er) Azad Jain']","['Abhishek Manoharchanda', 'Prakhar Shrivastava', 'Abhishek Manoharchanda', 'Prakhar Shrivastava']","['Brijendra Kala', 'Malti Mathur', 'Dr(Er) Azad Jain', 'Rakhi Anand Agarwal', 'Tulika Banerjee', 'Manisha Chitrode', 'Bhushan Jain', 'Sagar Shende', 'Ayushi Shukla', 'Ashutosh Upadhyay', 'Pannkaj Waaghle']","['Comedy', 'Drama']","April 5, 2024 (India)",['Hindi'],['Asha Azad Films']
Dukaan,PT2H2M,7.6,"['Siddharth Singh', 'Garima Wahal']","['Siddharth Singh', 'Garima Wahal', 'Siddharth Singh', 'Garima Wahal']","['Monika Panwar', 'Insane Ashraf', 'Vrajesh Hirjee', 'Sikandar Kher', 'Piyush Kumar', 'Soham Majumdar', 'Bhoomika Meena', 'Hridansh Parekh', 'Shreya Sharma', 'Romanch Soni', 'Monali Thakur', 'Anannya Vaidya', 'Bilal Özel']",['Drama'],"April 5, 2024 (India)","['Hindi', 'English', 'Gujarati']","['Kalamkaar Picture Productions', 'Waveband Productions']"
Ek Kori Prem Katha,PT2H9M,6.4,['Cchinmay P Purohit'],"['Nishant Bhardwaj', 'Arvind Chaudhary', 'Gayatri Manish', 'Nishant Bhardwaj', 'Arvind Chaudhary', 'Gayatri Manish']","['Akshay Oberoi', 'Raj Babbar', 'Khanak Budhiraja', 'Poonam Dhillon', 'Gwen Hussein', 'Darshan Jariwala', 'Ashutosh Kushwaha', 'Sarah Lockett', 'Murali Mali', 'Richa Amberr', 'Jiya Bharti', 'Mukesh S. Bhatt', 'Bharat Jha', 'Mamta', 'Alok Pandey', 'Shafina Shah']",['Drama'],"April 5, 2024 (India)",['Hindi'],['Kenilworth Film Productions']
Mera naam ullhas hai part 2 (bachelor),PT1H,NA,['Pandurang Revankar Ullhas'],"['Pandurang Revankar Ullhas', 'Pandurang Revankar Ullhas']","['Aastha', 'Kashish Chaudhary', 'Iqra', 'Ullhas Pandurang', 'Pratiksha', 'Preeti', 'Ria', 'Shaurya', 'Sonali']",['Biography'],"April 5, 2024 (India)",['Hindi'],['Shri Films']
One Last Time,PT1H22M,7.0,['Mohinder Pratap Singh'],"['Mohinder Pratap Singh', 'Mohinder Pratap Singh']","['Boloram Das', 'Gita Guha', 'Amitosh Nagpal', 'Bhawsheel Singh Sahni', 'K.J. Singh', 'Poornanand Wandhekar']",['Crime'],"April 7, 2024 (India)",['Hindi'],['Mandaliwala Films']
Psycho Holibaaz,NA,NA,['Divyansh Narayan'],"['Divyansh Narayan', 'Divyansh Narayan']",['Divyansh Narayan'],['Mystery'],"April 7, 2024 (India)",['Hindi'],['Divyansh Narayan Productions']
Premanidhi Part 2,NA,NA,['Premanidhi Majhi'],"['Dusmanta Majhi', 'Dusmanta Majhi']","['Neeraj Chauraisya', 'Karan Deol', 'Bibek Majhi', 'Khusiram Majhi', 'Pinku Majhi', 'Premanidhi Majhi', 'Premanidhi Majhi', 'Rihan Majhi', 'Tirtha Majhi']",['Action'],"April 8, 2024 (India)",['Hindi'],"['ddvreturnFilms', 'ddvreturnsFilms']"
Bade Miyan Chote Miyan,PT2H43M,3.8,['Ali Abbas Zafar'],"['Aditya Basu', 'Vashu Bhagnani', 'Suraj Gianani', 'Aditya Basu', 'Vashu Bhagnani', 'Suraj Gianani']","['Akshay Kumar', 'Prithviraj Sukumaran', 'Tiger Shroff', 'Alaya F', 'Sonakshi Sinha', 'Manushi Chhillar', 'Ronit Roy', 'Bijay Anand', 'Yasmine Alice', 'Deshna Dugad', 'Shahab Ali', 'Zina Esepciuc', 'Manish Chaudhari', 'Tahirr Aashhraf', 'James Matheson', 'Diya Jandu', 'Bijou Thaangjam', 'Pawan Chopra']","['Action Epic', 'Artificial Intelligence', 'Globetrotting Adventure', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']","April 11, 2024 (India)",['Hindi'],"['AAZ Films', 'Pooja Entertainment & Films']"
Maidaan,PT3H1M,8.0,['Amit Ravindernath Sharma'],"['Akash Chawla', 'Sidhant Mago', 'Saiwyn Quadras', 'Akash Chawla', 'Sidhant Mago', 'Saiwyn Quadras']","['Ajay Devgn', 'Sharik Khan Jr.', 'Priyamani', 'Gajraj Rao', 'Devyansh Tapuriah', 'Nitanshi Goel', 'Meena Patel', 'Rudranil Ghosh', 'Baharul Islam', 'Maxx Taylor', 'Toplica Milan Dunjic', 'Amartya Ray', 'Raphael Jose', 'Sammy Jonas Heaney', 'Peter Daniel Adams', 'Arnob Khan Akib', 'Insane Ashraf', 'Shivangi Bhardwaj']","['Docudrama', 'Period Drama', 'Soccer', 'Biography', 'Drama', 'History', 'Sport']","April 10, 2024 (India)",['Hindi'],"['Bayview Projects', 'FreshLime Films', 'Zee Studios']"
Gauraiya Live,PT1H51M,8.1,['Gabriel Vats'],"['Seema Saini', 'Gabriel Vats', 'Seema Saini', 'Gabriel Vats']","['Ada Singh', 'Omkar Das', 'Seema Saini', 'Narendra Khatri', 'Shagufta Ali', 'Riddhi Gupta', 'Vinay Jha', 'Aarav Rangare', 'Ganesh Singham', 'Balram Ojha', 'Alok Chatterjee', 'Pankaj Jha', 'Ajay Pal', 'Balendra Singh', 'Dhannu Singh', 'Deepak Rai', 'Yogesh Tiwari', 'Nishant Jain']",['Drama'],"April 12, 2024 (India)",['Hindi'],"['Rare Films', 'Tea & Poetry Films']"
Lunatic,NA,NA,['Ajay Kumar'],"['Ajay Kumar', 'Ajay Kumar']","['Mannveer Choudharry', 'Kanchi Singh']",['Thriller'],"April 13, 2024 (India)",['Hindi'],['Blue Heart Multimedia']
Shak,NA,NA,['Karan Upadhyay'],"['Vishal Anand', 'Vishal Anand']","['Ali Abbas', 'Roshi Alam', 'Vishal Anand']",[],"April 14, 2024 (India)",['Hindi'],['Balaji Magic Studio']
Silence 2,PT2H22M,6.2,['Aban Bharucha Deohans'],"['Aban Bharucha Deohans', 'Aban Bharucha Deohans']","['Manoj Bajpayee', 'Parul Gulati', 'Prachi Desai', 'Shruti Bapna', 'Maahi Jain', 'Dinker Sharma', 'Sahil Vaid', 'Ankit Bhardwaj', 'Vaquar Shaikh', 'Ishika Gagneja', 'Sujata Mogal', 'Chetan Sharma', 'Padam Bhola', 'Surendra Kumar Bajiya', 'Akshay Dandekar', 'Nidhi Punmiya', 'Khushbu Patariya', 'Ankit Sharma']","['Crime', 'Drama', 'Thriller']","April 16, 2024 (India)",['Hindi'],"['Candid Creations', 'Zee Studios']"
Do Aur Do Pyaar,PT2H20M,6.6,['Shirsha Guha Thakurta'],"['Amrita Bagchi', 'Eisha Chopra', 'Suprotim Sengupta', 'Amrita Bagchi', 'Eisha Chopra', 'Suprotim Sengupta']","['Vidya Balan', 'Pratik Gandhi', ""Ileana D'Cruz"", 'Sendhil Ramamurthy', 'Thalaivasal Vijay', 'Rekha Kudligi', 'Kumaradas T N', 'Hitha Chandrashekar', 'Gireesh Krish Nair', 'Priti Shroff', 'Dipika Pandey', 'S Subrahmoniam', 'Akshay Bhagat', 'Sheeja Shetty', 'Nambi. P', 'Kamala', 'Arun Ajikumar', 'K. Rajan']","['Comedy', 'Drama', 'Romance']","April 19, 2024 (India)",['Hindi'],"['Applause Entertainment Ltd.', 'Ellipsis Entertainment', 'Post Cartel']"
Mr. & Mrs. Mahi,PT2H19M,5.9,['Sharan Sharma'],"['Nikhil Mehrotra', 'Sharan Sharma', 'Nikhil Mehrotra', 'Sharan Sharma']","['Rajkummar Rao', 'Janhvi Kapoor', 'Rajesh Sharma', 'Kumud Mishra', 'Purnendu Bhattacharya', 'Zarina Wahab', 'Yamini Das', 'Arjit Taneja', 'Naman Arora', 'Krishan Bhargav', 'Abhilash Chaudhary', 'Nirmal Chiraniyan', 'Arpan Das', 'Heet Gandhi', 'Himanshu Jaykar', 'Pooja Joshi', 'Siddhant Khanna', 'Kundan Kumar']","['Drama', 'Sport']","May 31, 2024 (India)",['Hindi'],"['Dharma Productions', 'Light n Light', 'Zee Studios']"
Demons,PT1H35M,7.3,['Rohit Mittal'],"['Rohit Mittal', 'Rohit Mittal']","['Narottam Bain', 'Sanjay Bishnoi', 'Swati Semwal', 'Vinay Sharma']",['Drama'],"April 19, 2024 (India)",['Hindi'],['Humara Movie']
"LSD 2: Love, Sex Aur Dhokha 2",PT1H59M,3.8,['Dibakar Banerjee'],"['Dibakar Banerjee', 'Shubham', 'Prateek Vats', 'Dibakar Banerjee', 'Shubham', 'Prateek Vats']","['Paritosh Tiwari', 'Bonita Rajpurohit', 'Abhinav Singh', 'Swastika Mukherjee', 'Raajeshwari Arora', 'Sophiya Chaudhary', 'Rahul Raj Chenichery', 'Shivani Dubey', 'Swaroopa Ghosh', 'Hardeep Gupta', 'Uorfi Javed', 'Anupam Joardar', 'Tusshar Kapoor', 'Aashu Kumar', 'Piyush Kumar', 'Anu Malik', 'Tanvika Parlikar', 'Mouni Roy']","['Comedy', 'Crime', 'Drama', 'Romance']","April 19, 2024 (India)",['Hindi'],"['Balaji Telefilms', 'Cult Movies']"
Ameena,PT1H47M,6.2,['Kumar Raj'],"['Aftab Hasnain', 'Kishan Kumar Pawar', 'Aftab Hasnain', 'Kishan Kumar Pawar']","['Rekha Rana', 'Ananth Mahadevan', 'Utkarsh Kohli', 'Kumar Raj', 'Kishan Kumar Pawar', 'Manu Malkani', 'Sharad Sharma', 'Nayan Pawar', 'Aarti Vazirani', 'Ranjeet Jaiswal', 'Shivraj Vora', 'Kamal Adib', 'Sunita Balani', 'Pranali Bondikar', 'Reshma Chawla', 'Sunita D.', 'Rupali Ganguly', 'Abeer Goel']","['Action', 'Drama', 'Thriller']",2024 (India),['Hindi'],['Kumar Raj Productions']
Kaam Chalu Hai,PT1H22M,7.2,['Palaash Muchhal'],"['Palaash Muchhal', 'Palaash Muchhal']","['Karan Ashok Awale', 'Swapnil Kamble', 'Namdev Kamlakar', 'Akshay Kamle', 'Giaa Manek', 'Ajit Mehta', 'Tanmay Mehta', 'Saniya Musawar', 'Kurangi Vijayshri Nagraj', 'Chaitanya Nalawade', 'Meghali Nargachhe', 'Rajpal Naurang Yadav', 'Shreyash Pandit', 'Akshay Patil', 'Piya Prasad', 'Nalavade Prathmesh', 'Rajshree Shah', 'Param D Walia']",['Drama'],"April 19, 2024 (India)",['Hindi'],"['Baseline Studios', 'Pal Music & Films']"
Appu,PT1H32M,8.8,"['Directors', 'Prosenjit Ganguly', 'Prosenjith Ganguly', 'Archisman Kar', '']","['Prosenjit Ganguly', 'Prosenjit Ganguly']","['Arjun Bajwa', 'Rupa Bhimani', 'Abhijit Bhunia', 'Titas Chakraborty', 'Aarash Diwan', 'Prosenjit Ganguly', 'Vandana Kashyap', 'Sonal Kaushal', 'Rajesh Kava', 'Sabina Malik', 'Bhawan Manish', 'Shraboni Mukherjee', 'Manoj Pandey', 'Trilok Patel', 'Snigdha Sharma', 'Malavika Shivpuri', 'Jasleen Singh', 'Samay Thakkar']","['Action', 'Adventure', 'Animation', 'Drama']","April 19, 2024 (India)",['Hindi'],['Appu Series']
Tatkshan,NA,8.4,['Vaibhav Verma'],"['Vignesh Nadar', 'Vaibhav Verma', 'Vignesh Nadar', 'Vaibhav Verma']","['Vikrant Rai', 'Pallavi Singh', 'Iamrealmohsin', 'Muskaan Lalwani', 'Akanksha Pandey', 'Gaurav Singh', 'Akash Pandey', 'Sumit Sagar', 'Ruchi Singh Rathore', 'Muskan Lalwani']","['Action', 'Crime', 'Mystery', 'Thriller']","April 19, 2024 (India)",['Hindi'],"['Bhurv Group', 'Bhurv Group']"
Luv You Shankar,PT2H,6.0,['Rajiv S. Ruia'],"['Sanjay Masoom', 'Ravindra Ram Patil', 'Sanjay Masoom', 'Ravindra Ram Patil']","['Arun Behl', 'Krishna Chaubey', 'Kurush Deboo', 'Mann Gandhi', 'Elakshi A Gupta', 'Prateek Jain', 'Sanjay Mishra', 'Tanishaa Mukerji', 'Hemant Pandey', 'Abhimanyu Singh', 'Shreyas Talpade']",['Animation'],"April 19, 2024 (India)",['Hindi'],"['Jumping Tomato Marketing Pvt. Ltd.', 'SD World Film Production']"
The Killer,NA,NA,['Supratik Ganguly'],"['Supratik Ganguly', 'Supratik Ganguly']","['Arghadeep Banerjee', 'Suman Chakraborty', 'Chirag', 'Saurav Das', 'Swapan Kumar Datta', 'Supratik Ganguly', 'Swastik Ganguly', 'Marie-Louise Gouws', 'Sonu Mahato', 'Mahendra Maraiya', 'Ankita Mondal', 'Puja Mondal', 'Vishal Pandit', 'Varsha Rana', 'Claude Rossouw', 'Saptashya Saha', 'Debabrata Sarkar', 'Shweta Singh']","['Action', 'Mystery', 'Thriller']","April 19, 2024 (India)",['Hindi'],['World24 Films']
The Legacy of Jineshwar,NA,6.8,"['Pradeep P Jadhav', 'Pradeep P Jadhav']","['Prashant Beybaar', 'Prashant Beybaar']","['Manish Bishla', 'Raanveer Chahal', 'Sharad Gore', 'Swayam Joshi', 'Anil Lalwani', 'Surendra Pal', 'Tushar Phulke', 'Akshay Verma', 'Shubham Vyas']",['History'],"April 19, 2024 (India)",['Hindi'],['Mahaveer Talkies']
